Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate,People_Tested,Mortality_Rate
Alabama,US,2021-01-02 05:30:44,32.3182,-86.9023,365747,4872,202137.0,158738.0,1.0,7459.375895463867,1885216.0,,1.3320683423240656,84000001.0,USA,38448.80419564018,,,
Alaska,US,2021-01-02 05:30:44,61.3707,-152.4044,46986,206,7165.0,39615.0,2.0,6422.844801071706,1275750.0,,0.4384284680543141,84000002.0,USA,174391.1857780451,,,
American Samoa,US,2021-01-02 05:30:44,-14.271,-170.132,0,0,,0.0,60.0,0.0,2140.0,,,16.0,ASM,3846.084721698028,,,
Arizona,US,2021-01-02 05:30:44,33.7298,-111.4312,530267,9015,76934.0,444318.0,4.0,7285.171274003372,5155330.0,,1.7000869373353424,84000004.0,USA,39551.860582022906,,,
Arkansas,US,2021-01-02 05:30:44,34.9697,-92.3731,229442,3711,199247.0,26484.0,5.0,7602.945718144717,2051488.0,,1.6174022192972517,84000005.0,USA,67979.49767446793,,,
California,US,2021-01-02 05:30:44,36.1162,-119.6816,2365024,26363,,2309915.0,6.0,5912.603297465698,33058311.0,,1.1251600354592777,84000006.0,USA,83666.03670970372,,,
Colorado,US,2021-01-02 05:30:44,39.0598,-105.3111,337161,4873,18102.0,314186.0,8.0,5854.774381044729,4444206.0,,1.4453035790023163,84000008.0,USA,77173.28941628858,,,
Connecticut,US,2021-01-02 05:30:44,41.5978,-72.7554,185708,5995,9800.0,169913.0,9.0,5208.781228551867,4320693.0,,3.2281861847631768,84000009.0,USA,121187.80339422885,,,
Delaware,US,2021-01-02 05:30:44,39.3185,-75.5071,58064,1065,18851.0,38283.0,10.0,5962.841099075341,984606.0,,1.6016809038302562,84000010.0,USA,101113.41146314712,,,
Diamond Princess,US,2021-01-02 05:30:44,,,49,0,,49.0,88888.0,,,,0.0,84088888.0,USA,,,,
District of Columbia,US,2021-01-02 05:30:44,38.8974,-77.0268,29252,788,20941.0,7523.0,11.0,4144.816358223675,904302.0,,2.6938329003145083,84000011.0,USA,128133.65658328951,,,
Florida,US,2021-01-02 05:30:44,27.7663,-81.6868,1323315,21673,,1301642.0,12.0,6161.333477544677,15703599.0,,1.6377808760574768,84000012.0,USA,73115.70581202293,,,
Georgia,US,2021-01-02 05:30:44,33.0406,-83.6431,677589,10958,,666631.0,13.0,6381.859326881861,5401054.0,,1.6172045295894708,84000013.0,USA,50869.726109621886,,,
Grand Princess,US,2021-01-02 05:30:44,,,103,3,,100.0,99999.0,,,,2.912621359223301,84099999.0,USA,,,,
Guam,US,2021-01-02 05:30:44,13.4443,144.7937,7326,122,7047.0,157.0,66.0,4460.844308861407,96201.0,,1.6653016653016652,316.0,GUM,58577.35235555231,,,
Hawaii,US,2021-01-02 05:30:44,21.0943,-157.4983,22397,289,11958.0,9775.0,15.0,1555.366586810107,816811.0,,1.3123240395967668,84000015.0,USA,57689.60753514442,,,
Idaho,US,2021-01-02 05:30:44,44.2405,-114.4788,141077,1436,58649.0,80992.0,16.0,7894.34072067888,545485.0,,1.0178838506631132,84000016.0,USA,30524.071592247623,,,
Illinois,US,2021-01-02 05:30:44,40.3495,-88.9861,963389,17978,,945411.0,17.0,7602.6089699341555,13374665.0,,1.866120539055356,84000017.0,USA,105546.5114287836,,,
Indiana,US,2021-01-02 05:30:44,39.8494,-86.2583,517773,9468,345474.0,163928.0,18.0,7690.970837401457,5730043.0,,1.6167316565367449,84000018.0,USA,85113.7344165423,,,
Iowa,US,2021-01-02 05:30:44,42.0115,-93.2105,282980,3898,241229.0,37853.0,19.0,8969.056154063142,1174406.0,,1.3774825075977102,84000019.0,USA,37222.81914505859,,,
Kansas,US,2021-01-02 05:30:44,38.5266,-96.7265,230108,2872,4612.0,222819.0,20.0,7905.189759840511,1012506.0,,1.2470527956648416,84000020.0,USA,34754.441162195355,,,
Kentucky,US,2021-01-02 05:30:44,37.6681,-84.6701,265261,2623,36740.0,225898.0,21.0,5937.341430315066,3148606.0,,0.9888374091932096,84000021.0,USA,70475.30112432133,,,
Louisiana,US,2021-01-02 05:30:44,31.1695,-91.8678,315275,7488,263712.0,44075.0,22.0,6781.866436757577,4214182.0,,2.375069383871224,84000022.0,USA,90651.08068888405,,,
Maine,US,2021-01-02 05:30:44,44.6939,-69.3819,24902,352,11374.0,13176.0,23.0,1852.535165584,1111413.0,,1.4135410810376676,84000023.0,USA,82681.37763983657,,,
Maryland,US,2021-01-02 05:30:44,39.0639,-76.8021,280219,5942,9358.0,264919.0,24.0,4635.028648555663,5761534.0,,2.1204843354661893,84000024.0,USA,95300.01587910709,,,
Massachusetts,US,2021-01-02 05:30:44,42.2302,-71.5301,375178,12423,261672.0,101083.0,25.0,5443.276557152025,10944699.0,,3.3112282703143574,84000025.0,USA,158791.3563476142,,,
Michigan,US,2021-01-02 05:30:44,43.3266,-84.5361,528621,13018,318389.0,197214.0,26.0,5293.166809137249,8113075.0,,2.462633909738736,84000026.0,USA,81237.52047315787,,,
Minnesota,US,2021-01-02 05:30:44,45.6945,-93.9002,415302,5382,397080.0,12840.0,27.0,7363.9911256621,5351379.0,,1.2959244116329804,84000027.0,USA,94888.79770878667,,,
Mississippi,US,2021-01-02 05:30:44,32.7416,-89.6787,218386,4816,167263.0,46307.0,28.0,7337.871860582249,1346044.0,,2.2052695685620867,84000028.0,USA,45227.70869334835,,,
Missouri,US,2021-01-02 05:30:44,38.4561,-92.2884,445019,5747,397080.0,4684.0,29.0,6639.214341903481,3665980.0,,1.402042323861224,84000029.0,USA,59731.53575080637,,,
Montana,US,2021-01-02 05:30:44,46.9219,-110.4544,81555,961,74991.0,5603.0,30.0,7630.677278162537,791589.0,,1.1783459015388391,84000030.0,USA,74064.86660466438,,,
Nebraska,US,2021-01-02 05:30:44,41.1254,-98.2681,167716,1668,107694.0,58354.0,31.0,8670.146111885393,1755820.0,,0.994538386319731,84000031.0,USA,90767.82147302949,,,
Nevada,US,2021-01-02 05:30:44,38.3135,-117.0554,227046,3143,,223903.0,32.0,7371.250027596005,2095778.0,,1.3843009786563076,84000032.0,USA,68041.29401238119,,,
New Hampshire,US,2021-01-02 05:30:44,43.4525,-71.5639,45932,759,37350.0,5919.0,33.0,3238.0410248942608,1032929.0,,1.7239029708367402,84000033.0,USA,75966.80471070691,,,
New Jersey,US,2021-01-02 05:30:44,40.2989,-74.521,535043,19160,56109.0,407592.0,34.0,5436.2831689031655,7792714.0,,3.968015640111751,84000034.0,USA,87734.15114966016,,,
New Mexico,US,2021-01-02 05:30:44,34.8405,-106.2485,144142,2502,66638.0,75002.0,35.0,6874.284932152312,1983507.0,,1.7357883198512578,84000035.0,USA,94595.5535716074,,,
New York,US,2021-01-02 05:30:44,42.1657,-74.9481,995816,38155,102968.0,854693.0,36.0,5118.939406517912,25504313.0,,3.8315311262321554,84000036.0,USA,131103.5701895401,,,
North Carolina,US,2021-01-02 05:30:44,35.6301,-79.8064,539545,6748,403488.0,129309.0,37.0,5144.361925400292,6944103.0,,1.2506834462371073,84000037.0,USA,66209.45255587198,,,
North Dakota,US,2021-01-02 05:30:44,47.5289,-99.784,92770,1316,89314.0,2147.0,38.0,12173.550183580865,1277930.0,,1.4110164924005606,84000038.0,USA,167693.70471169017,,,
Northern Mariana Islands,US,2021-01-02 05:30:44,15.0979,145.6739,122,2,29.0,91.0,69.0,221.2389380530973,17551.0,,1.639344262295082,580.0,MNP,31827.57870303206,,,
Ohio,US,2021-01-02 05:30:44,40.3888,-82.7649,700380,13604,556106.0,135312.0,39.0,5991.735890701594,7752314.0,,1.279591079128473,84000039.0,USA,66320.88013619526,,,
Oklahoma,US,2021-01-02 05:30:44,35.5653,-96.9289,290936,2489,255843.0,32604.0,40.0,7352.492601032456,2685254.0,,0.8555146148981221,84000040.0,USA,67861.35152367808,,,
Oregon,US,2021-01-02 05:30:44,44.572,-122.0709,113909,1477,5870.0,106562.0,41.0,2700.713676552142,2652670.0,,1.2966490795283954,84000041.0,USA,62893.20552703974,,,
Pennsylvania,US,2021-01-02 05:30:44,40.5908,-77.2098,652091,16155,429017.0,206919.0,42.0,5093.669429023879,7607664.0,,2.477414962022172,84000042.0,USA,30645.581713903983,,,
Puerto Rico,US,2021-01-02 05:30:44,18.2208,-66.5901,77054,1521,66930.0,8603.0,72.0,2412.69201119456,383026.0,,1.973940353518312,630.0,PRI,11993.196593036151,,,
Rhode Island,US,2021-01-02 05:30:44,41.6809,-71.5118,87949,1944,5381.0,80791.0,44.0,8302.080216281325,1974498.0,,2.020489147119353,84000044.0,USA,186385.75518638128,,,
South Carolina,US,2021-01-02 05:30:44,33.8569,-80.945,307507,5296,151084.0,151127.0,45.0,5972.501094448051,3173021.0,,1.7222372173641576,84000045.0,USA,61627.44716447641,,,
South Dakota,US,2021-01-02 05:30:44,44.2998,-99.4388,99164,1488,91980.0,5696.0,46.0,11209.290811487816,372640.0,,1.5005445524585534,84000046.0,USA,42122.44491945484,,,
Tennessee,US,2021-01-02 05:30:44,35.7478,-86.6923,586802,6907,508914.0,70981.0,47.0,8592.576496074049,5644058.0,,1.1770580195704854,84000047.0,USA,82646.27610894085,,,
Texas,US,2021-01-02 05:30:44,31.0545,-97.5635,1782956,28359,1435164.0,316178.0,48.0,6137.40620607458,13848790.0,,1.5876084165217368,84000048.0,USA,47761.232017747614,,,
Utah,US,2021-01-02 05:30:44,40.15,-111.8624,276612,1269,224439.0,50904.0,49.0,8628.060629615236,2245303.0,,0.4587653464057959,84000049.0,USA,70035.32173534401,,,
Vermont,US,2021-01-02 05:30:44,44.0459,-72.7107,7412,136,4959.0,2317.0,50.0,1187.8414523332942,697705.0,,1.834862385321101,84000050.0,USA,111813.66979225595,,,
Virgin Islands,US,2021-01-02 05:30:44,18.3358,-64.8963,2036,23,1901.0,112.0,78.0,1898.0497445650144,36212.0,,1.1296660117878192,850.0,VIR,33758.4368124697,,,
Virginia,US,2021-01-02 05:30:44,37.7693,-78.17,354766,5081,30964.0,318721.0,51.0,4156.349485016671,4291320.0,,1.4322116550063986,84000051.0,USA,50276.02890931413,,,
Washington,US,2021-01-02 05:30:44,47.4009,-121.4905,246752,3461,,243291.0,53.0,3240.3869627583736,3836820.0,,1.402622876410323,84000053.0,USA,50385.73752776303,,,
West Virginia,US,2021-01-02 05:30:44,38.4912,-80.9545,87820,1361,60316.0,26143.0,54.0,4900.2676677750205,1535487.0,,1.5497608745160556,84000054.0,USA,85678.63015701277,,,
Wisconsin,US,2021-01-02 05:30:44,44.2685,-89.6165,522523,5254,450358.0,66911.0,55.0,8974.3052475992,5380828.0,,1.005505977727296,84000055.0,USA,92415.44000327012,,,
Wyoming,US,2021-01-02 05:30:44,42.756,-107.3025,44409,438,42570.0,1401.0,56.0,7673.142015934093,501784.0,,0.9862865635344188,84000056.0,USA,86699.99084247503,,,
Alabama,US,2021-01-03 05:30:33,32.3182,-86.9023,369458,4872,202137.0,162449.0,1.0,7535.061393767521,1891468.0,,1.318688457145332,84000001.0,USA,38576.31315155353,,,
Alaska,US,2021-01-03 05:30:33,61.3707,-152.4044,47801,215,7165.0,40421.0,2.0,6534.252848423543,1290349.0,,0.4497813853266668,84000002.0,USA,176386.82514404444,,,
American Samoa,US,2021-01-03 05:30:33,-14.271,-170.132,0,0,,0.0,60.0,0.0,2140.0,,,16.0,ASM,3846.084721698028,,,
Arizona,US,2021-01-03 05:30:33,33.7298,-111.4312,539150,9061,77867.0,452222.0,4.0,7407.212012776427,5218721.0,,1.6806083650190111,84000004.0,USA,39916.14181455331,,,
Arkansas,US,2021-01-03 05:30:33,34.9697,-92.3731,231442,3729,203701.0,24012.0,5.0,7669.219074532342,2079788.0,,1.6112028067507194,84000005.0,USA,68917.26566735281,,,
California,US,2021-01-03 05:30:33,36.1162,-119.6816,2415246,26551,,2362015.0,6.0,6045.109129901398,33391442.0,,1.1112148464533191,84000006.0,USA,84509.14543583133,,,
Colorado,US,2021-01-03 05:30:33,39.0598,-105.3111,339172,4912,18217.0,316043.0,8.0,5889.695238677376,4474747.0,,1.4482327550623282,84000008.0,USA,77703.63149135505,,,
Connecticut,US,2021-01-03 05:30:33,41.5978,-72.7554,190120,6099,9800.0,174221.0,9.0,5332.530031944132,4383361.0,,3.20797391121397,84000009.0,USA,122945.5300512974,,,
Delaware,US,2021-01-03 05:30:33,39.3185,-75.5071,58873,1072,18851.0,39092.0,10.0,6045.920777518988,991318.0,,1.5796714962716356,84000010.0,USA,101802.69551965364,,,
Diamond Princess,US,2021-01-03 05:30:33,,,49,0,,49.0,88888.0,,,,0.0,84088888.0,USA,,,,
District of Columbia,US,2021-01-03 05:30:33,38.8974,-77.0268,29509,792,21002.0,7715.0,11.0,4181.231570997621,911378.0,,2.683926937544478,84000011.0,USA,129136.27932876984,,,
Florida,US,2021-01-03 05:30:33,27.7663,-81.6868,1354833,21890,,1332943.0,12.0,6308.080781508778,15950750.0,,1.615697285200464,84000012.0,USA,74266.43691558379,,,
Georgia,US,2021-01-03 05:30:33,33.0406,-83.6431,685122,10960,,674162.0,13.0,6452.808746529172,5436988.0,,1.5997150872399368,84000013.0,USA,51208.16981672483,,,
Grand Princess,US,2021-01-03 05:30:33,,,103,3,,100.0,99999.0,,,,2.912621359223301,84099999.0,USA,,,,
Guam,US,2021-01-03 05:30:33,13.4443,144.7937,7326,122,7047.0,157.0,66.0,4460.844308861407,96201.0,,1.6653016653016652,316.0,GUM,58577.35235555231,,,
Hawaii,US,2021-01-03 05:30:33,21.0943,-157.4983,22448,289,11958.0,9934.0,15.0,1566.596415495186,822805.0,,1.3029169108696632,84000015.0,USA,58112.95088821589,,,
Idaho,US,2021-01-03 05:30:33,44.2405,-114.4788,142199,1448,58649.0,82102.0,16.0,7957.125230475668,545485.0,,1.018291267871082,84000016.0,USA,30524.071592247623,,,
Illinois,US,2021-01-03 05:30:33,40.3495,-88.9861,975352,18217,,957138.0,17.0,7697.015290856776,13436652.0,,1.8674283745765632,84000017.0,USA,106035.68342703072,,,
Indiana,US,2021-01-03 05:30:33,39.8494,-86.2583,523090,9562,347401.0,167279.0,18.0,7769.949254473155,5769273.0,,1.6077539237989638,84000018.0,USA,85696.45461622684,,,
Iowa,US,2021-01-03 05:30:33,42.0115,-93.2105,283895,3946,243214.0,36735.0,19.0,8998.057095405173,1175920.0,,1.3899505098716074,84000019.0,USA,37270.80540209884,,,
Kansas,US,2021-01-03 05:30:33,38.5266,-96.7265,230119,2872,4612.0,222830.0,20.0,7905.56733671688,1012506.0,,1.2469932353222122,84000020.0,USA,34754.441162195355,,,
Kentucky,US,2021-01-03 05:30:33,37.6681,-84.6701,273970,2698,37273.0,233999.0,21.0,6132.275123985126,3210804.0,,0.9847793554038764,84000021.0,USA,71867.48000581062,,,
Louisiana,US,2021-01-03 05:30:33,31.1695,-91.8678,315275,7488,263712.0,44075.0,22.0,6781.866436757577,4214182.0,,2.375069383871224,84000022.0,USA,90651.08068888405,,,
Maine,US,2021-01-03 05:30:33,44.6939,-69.3819,25245,358,11438.0,13449.0,23.0,1878.0519739445856,1112457.0,,1.4181025945731829,84000023.0,USA,82759.04396032769,,,
Maryland,US,2021-01-03 05:30:33,39.0639,-76.8021,283171,5967,9374.0,267830.0,24.0,4683.856902780167,5807666.0,,2.107207305832872,84000024.0,USA,96063.07313652064,,,
Massachusetts,US,2021-01-03 05:30:33,42.2302,-71.5301,384181,12502,261672.0,110007.0,25.0,5573.896739689486,11046093.0,,3.2541952881584466,84000025.0,USA,160262.43296520872,,,
Michigan,US,2021-01-03 05:30:33,43.3266,-84.5361,538121,13306,363611.0,161204.0,26.0,5388.291831954738,8122575.0,,2.4726780779787445,84000026.0,USA,81332.64549597536,,,
Minnesota,US,2021-01-03 05:30:33,45.6945,-93.9002,417832,5436,398199.0,14197.0,27.0,7408.852208796601,5387936.0,,1.3010013593980356,84000027.0,USA,95537.01376260012,,,
Mississippi,US,2021-01-03 05:30:33,32.7416,-89.6787,220277,4840,167263.0,48174.0,28.0,7401.410346054582,1347935.0,,2.197233483296032,84000028.0,USA,45291.24717882068,,,
Missouri,US,2021-01-03 05:30:33,38.4561,-92.2884,448387,5751,,404588.0,29.0,6685.292275526491,3679665.0,,1.3933537246682346,84000029.0,USA,59954.51188999693,,,
Montana,US,2021-01-03 05:30:33,46.9219,-110.4544,81944,971,75974.0,4999.0,30.0,7667.073985430089,792779.0,,1.1849555794200917,84000030.0,USA,74176.20871687104,,,
Nebraska,US,2021-01-03 05:30:33,41.1254,-98.2681,168262,1669,109705.0,56888.0,31.0,8698.371801605452,1766104.0,,0.9919054807383724,84000031.0,USA,91299.456991493,,,
Nevada,US,2021-01-03 05:30:33,38.3135,-117.0554,228871,3148,,225723.0,32.0,7482.315830756624,2111559.0,,1.3659222361552847,84000032.0,USA,68553.6381923513,,,
New Hampshire,US,2021-01-03 05:30:33,43.4525,-71.5639,46614,769,37947.0,6490.0,33.0,3324.677082115244,1032929.0,,1.7011016236782728,84000033.0,USA,75966.80471070691,,,
New Jersey,US,2021-01-03 05:30:33,40.2989,-74.521,541202,19187,56575.0,412610.0,34.0,5498.32867794992,7798225.0,,3.928767415003317,84000034.0,USA,87796.19665870692,,,
New Mexico,US,2021-01-03 05:30:33,34.8405,-106.2485,145379,2534,67573.0,75272.0,35.0,6933.27877475941,1995329.0,,1.7430302863549756,84000035.0,USA,95159.35729618392,,,
New York,US,2021-01-03 05:30:33,42.1657,-74.9481,1011665,38273,103828.0,869564.0,36.0,5200.410351606063,25706759.0,,3.783169329768253,84000036.0,USA,132144.2331303765,,,
North Carolina,US,2021-01-03 05:30:33,35.6301,-79.8064,558437,6892,403488.0,148057.0,37.0,5324.490154731789,7079384.0,,1.2341589113901836,84000037.0,USA,67499.30683240143,,,
North Dakota,US,2021-01-03 05:30:33,47.5289,-99.784,92891,1317,89582.0,1999.0,38.0,12189.428156764148,1290077.0,,1.410255030089029,84000038.0,USA,169287.66950720546,,,
Northern Mariana Islands,US,2021-01-03 05:30:33,15.0979,145.6739,122,2,29.0,91.0,69.0,221.2389380530973,17551.0,,1.639344262295082,580.0,MNP,31827.57870303206,,,
Ohio,US,2021-01-03 05:30:33,40.3888,-82.7649,714673,13756,573641.0,132015.0,39.0,6114.012199399441,7819008.0,,1.261695908478423,84000039.0,USA,66891.44587692808,,,
Oklahoma,US,2021-01-03 05:30:33,35.5653,-96.9289,296055,2527,259841.0,33687.0,40.0,7481.859230204112,2690373.0,,0.8535576159835165,84000040.0,USA,67990.71815284975,,,
Oregon,US,2021-01-03 05:30:33,44.572,-122.0709,116348,1492,5870.0,108986.0,41.0,2758.540895271564,2652670.0,,1.282359817100423,84000041.0,USA,62893.20552703974,,,
Pennsylvania,US,2021-01-03 05:30:33,40.5908,-77.2098,660580,16179,453531.0,190870.0,42.0,5159.979437570209,7675010.0,,2.449211299161344,84000042.0,USA,30829.584371616005,,,
Puerto Rico,US,2021-01-03 05:30:33,18.2208,-66.5901,77932,1526,68340.0,8066.0,72.0,2440.1836869781514,383904.0,,1.9581173330595905,630.0,PRI,12020.688268819742,,,
Rhode Island,US,2021-01-03 05:30:33,41.6809,-71.5118,87949,1957,5381.0,80791.0,44.0,8302.080216281325,1974498.0,,2.020489147119353,84000044.0,USA,186385.75518638128,,,
South Carolina,US,2021-01-03 05:30:33,33.8569,-80.945,312718,5385,152535.0,154798.0,45.0,6073.710833423647,3204255.0,,1.7219987336833824,84000045.0,USA,62234.08408390911,,,
South Dakota,US,2021-01-03 05:30:33,44.2998,-99.4388,99829,1501,92595.0,5733.0,46.0,11284.461018313272,373946.0,,1.5035711065922728,84000046.0,USA,42270.07242338573,,,
Tennessee,US,2021-01-03 05:30:33,35.7478,-86.6923,604132,6970,523089.0,74073.0,47.0,8846.340714118574,5718900.0,,1.1537213721504571,84000047.0,USA,83742.1919546932,,,
Texas,US,2021-01-03 05:30:33,31.0545,-97.5635,1801181,28442,1443061.0,322054.0,48.0,6185.199201224477,14005637.0,,1.580080437011731,84000048.0,USA,48302.16057239303,,,
Utah,US,2021-01-03 05:30:33,40.15,-111.8624,281654,1294,230287.0,50073.0,49.0,8785.330313123253,2268187.0,,0.4594289447336094,84000049.0,USA,70749.11773641451,,,
Vermont,US,2021-01-03 05:30:33,44.0459,-72.7107,7689,139,5188.0,2362.0,50.0,1232.2332605222207,708246.0,,1.807777344258031,84000050.0,USA,113502.96239196524,,,
Virgin Islands,US,2021-01-03 05:30:33,18.3358,-64.8963,2041,23,1901.0,117.0,78.0,1902.7109669239665,36212.0,,1.1268985791278785,850.0,VIR,33758.4368124697,,,
Virginia,US,2021-01-03 05:30:33,37.7693,-78.17,358755,5117,31182.0,322456.0,51.0,4203.083608624151,4337939.0,,1.4263215843681618,84000051.0,USA,50822.205421837854,,,
Washington,US,2021-01-03 05:30:33,47.4009,-121.4905,246752,3461,,243291.0,53.0,3240.3869627583736,3836820.0,,1.402622876410323,84000053.0,USA,50385.73752776303,,,
West Virginia,US,2021-01-03 05:30:33,38.4912,-80.9545,89327,1373,61120.0,26834.0,54.0,4984.3567519851895,1552160.0,,1.5370492684182837,84000054.0,USA,86608.96678676472,,,
Wisconsin,US,2021-01-03 05:30:33,44.2685,-89.6165,523652,5256,452502.0,65894.0,55.0,8993.695763661726,5402674.0,,1.0037200278047254,84000055.0,USA,92790.64391283784,,,
Wyoming,US,2021-01-03 05:30:33,42.756,-107.3025,44573,438,43037.0,1098.0,56.0,7701.478508325573,501784.0,,0.9826576627106096,84000056.0,USA,86699.99084247503,,,
Alabama,US,2021-01-04 05:30:45,32.3182,-86.9023,371934,4873,202137.0,164924.0,1.0,7585.559182449775,1900070.0,,1.3101786876166202,84000001.0,USA,38751.75013792056,,,
Alaska,US,2021-01-04 05:30:45,61.3707,-152.4044,48098,215,7165.0,40718.0,2.0,6574.851854636421,1293837.0,,0.4470040334317435,84000002.0,USA,176863.6242473122,,,
American Samoa,US,2021-01-04 05:30:45,-14.271,-170.132,0,0,,0.0,60.0,0.0,2140.0,,,16.0,ASM,3846.084721698028,,,
Arizona,US,2021-01-04 05:30:45,33.7298,-111.4312,556384,9061,78690.0,468633.0,4.0,7643.984509907446,5257472.0,,1.6285515039972394,84000004.0,USA,40154.97511443294,,,
Arkansas,US,2021-01-04 05:30:45,34.9697,-92.3731,233475,3749,203701.0,26025.0,5.0,7736.585941300363,2079788.0,,1.605739372523825,84000005.0,USA,68917.26566735281,,,
California,US,2021-01-04 05:30:45,36.1162,-119.6816,2452262,26638,,2400292.0,6.0,6142.225913231964,33812786.0,,1.0976006724545002,84000006.0,USA,85575.50912789695,,,
Colorado,US,2021-01-04 05:30:45,39.0598,-105.3111,341250,4934,18305.0,318011.0,8.0,5925.779546067053,4502496.0,,1.4458608058608058,84000008.0,USA,78185.49070490469,,,
Connecticut,US,2021-01-04 05:30:45,41.5978,-72.7554,190120,6099,9800.0,174221.0,9.0,5332.530031944132,4383361.0,,3.20797391121397,84000009.0,USA,122945.5300512974,,,
Delaware,US,2021-01-04 05:30:45,39.3185,-75.5071,59484,1080,18851.0,39703.0,10.0,6108.666987072843,996096.0,,1.5634456324389752,84000010.0,USA,102293.36882447902,,,
Diamond Princess,US,2021-01-04 05:30:45,,,49,0,,49.0,88888.0,,,,0.0,84088888.0,USA,,,,
District of Columbia,US,2021-01-04 05:30:45,38.8974,-77.0268,29764,794,21072.0,7898.0,11.0,4217.363396901731,918000.0,,2.667652197285311,84000011.0,USA,130074.5732547974,,,
Florida,US,2021-01-04 05:30:45,27.7663,-81.6868,1365436,21987,,1343449.0,12.0,6357.448179945587,16020601.0,,1.6102548929426206,84000012.0,USA,74591.6620545265,,,
Georgia,US,2021-01-04 05:30:45,33.0406,-83.6431,690900,10964,,679936.0,13.0,6507.228731491625,5462241.0,,1.586915617310754,84000013.0,USA,51446.014725042034,,,
Grand Princess,US,2021-01-04 05:30:45,,,103,3,,100.0,99999.0,,,,2.912621359223301,84099999.0,USA,,,,
Guam,US,2021-01-04 05:30:45,13.4443,144.7937,7326,122,7047.0,157.0,66.0,4460.844308861407,96202.0,,1.6653016653016652,316.0,GUM,58577.96126140938,,,
Hawaii,US,2021-01-04 05:30:45,21.0943,-157.4983,22560,289,11958.0,10056.0,15.0,1575.2130136057494,825956.0,,1.2957898040622338,84000015.0,USA,58335.499254169874,,,
Idaho,US,2021-01-04 05:30:45,44.2405,-114.4788,142507,1448,60164.0,80895.0,16.0,7974.360193949295,548008.0,,1.0160904376627111,84000016.0,USA,30665.25280277997,,,
Illinois,US,2021-01-04 05:30:45,40.3495,-88.9861,979821,18322,,961499.0,17.0,7732.282518826615,13482117.0,,1.8699333857918947,84000017.0,USA,106394.47163908012,,,
Indiana,US,2021-01-04 05:30:45,39.8494,-86.2583,526071,9625,348425.0,169171.0,18.0,7814.228859756346,5792697.0,,1.6109992757631575,84000018.0,USA,86044.39338648965,,,
Iowa,US,2021-01-04 05:30:45,42.0115,-93.2105,284715,3946,244021.0,36748.0,19.0,9024.04701005049,1178096.0,,1.3859473508596316,84000019.0,USA,37339.77376096252,,,
Kansas,US,2021-01-04 05:30:45,38.5266,-96.7265,230119,2872,4612.0,222830.0,20.0,7905.56733671688,1012506.0,,1.2469932353222122,84000020.0,USA,34754.441162195355,,,
Kentucky,US,2021-01-04 05:30:45,37.6681,-84.6701,276825,2723,37375.0,236727.0,21.0,6196.178637066769,3210804.0,,0.9836539329901562,84000021.0,USA,71867.48000581062,,,
Louisiana,US,2021-01-04 05:30:45,31.1695,-91.8678,321058,7537,263712.0,49809.0,22.0,6906.264291340937,4256466.0,,2.347550909804459,84000022.0,USA,91560.64992339948,,,
Maine,US,2021-01-04 05:30:45,44.6939,-69.3819,25592,359,11465.0,13768.0,23.0,1903.8663544143333,1112804.0,,1.4027821194123165,84000023.0,USA,82784.85834079744,,,
Maryland,US,2021-01-04 05:30:45,39.0639,-76.8021,285319,5994,9378.0,269947.0,24.0,4719.386404837836,5834126.0,,2.1008064657453587,84000024.0,USA,96500.74102499636,,,
Massachusetts,US,2021-01-04 05:30:45,42.2302,-71.5301,387662,12610,261672.0,113380.0,25.0,5624.400888907847,11090924.0,,3.252833654059464,84000025.0,USA,160912.8643106865,,,
Michigan,US,2021-01-04 05:30:45,43.3266,-84.5361,538121,13306,363611.0,161204.0,26.0,5388.291831954738,8122575.0,,2.4726780779787445,84000026.0,USA,81332.64549597536,,,
Minnesota,US,2021-01-04 05:30:45,45.6945,-93.9002,420544,5489,403419.0,11636.0,27.0,7456.940452852243,5476196.0,,1.3052141987520924,84000027.0,USA,97102.00949281798,,,
Mississippi,US,2021-01-04 05:30:45,32.7416,-89.6787,222061,4871,167263.0,49927.0,28.0,7461.353581423511,1349719.0,,2.193541414296072,84000028.0,USA,45351.190414189616,,,
Missouri,US,2021-01-04 05:30:45,38.4561,-92.2884,451605,5770,,407102.0,29.0,6726.563635451203,3691231.0,,1.3894069828843274,84000029.0,USA,60142.96216591054,,,
Montana,US,2021-01-04 05:30:45,46.9219,-110.4544,82381,972,76501.0,4908.0,30.0,7707.961803105976,795796.0,,1.179883711049878,84000030.0,USA,74458.49371899497,,,
Nebraska,US,2021-01-04 05:30:45,41.1254,-98.2681,169000,1672,105963.0,61365.0,31.0,8736.523008589707,1769798.0,,0.9893491124260356,84000031.0,USA,91490.41980802396,,,
Nevada,US,2021-01-04 05:30:45,38.3135,-117.0554,231614,3180,,228434.0,32.0,7519.554204397439,2122793.0,,1.372973999844569,84000032.0,USA,68918.35997916988,,,
New Hampshire,US,2021-01-04 05:30:45,43.4525,-71.5639,47376,780,39574.0,6096.0,33.0,3416.167111981885,1051054.0,,1.6792249730893434,84000033.0,USA,77299.80856226066,,,
